"mNo","lat","lon","easting","northing","height","st.code","type","type_area","country","Koppen","pm10.obs","pm10.LE","region","Koppen3","Koppen3a","KA","KA2","dg","TIME"
2072,49.9166679382324,4.59138917922974,3932.91132648078,2992.54810076647,395,"FR14008","background","rural","FR",15,16,8.33374404907227,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
2100,47.7877235412598,-0.44404399394989,3540.93395478773,2796.79532720574,50,"FR23177","background","rural","FR",15,5,10.7588109970093,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
2138,50.5330543518066,2.83998894691467,3814.2597605234,3071.59348946207,10,"FR11030","background","rural","FR",15,19,10.2052478790283,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
2189,45.2599983215332,1.75999999046326,3674.71122873645,2496.62411579513,236,"FR35006","background","rural","FR",15,13,7.70840740203857,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
2230,48.1936111450195,5.93722200393677,4018.97984102942,2794.98476050336,340,"FR30029","background","rural","FR",15,10,6.63334846496582,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
2242,48.3641662597656,2.23694396018982,3746.73541605779,2835.87441923172,134,"FR04066","background","rural","FR",15,10,7.32601165771484,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
2251,48.8611106872559,1.6761109828949,3711.53403419811,2895.35511957821,98,"FR04322","background","rural","FR",15,9,7.58664512634277,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
2252,48.3544425964355,2.64666700363159,3776.82076351864,2831.69145422365,127,"FR04328","background","rural","FR",15,10,6.90369701385498,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3003,44.7649993896484,9.0533332824707,4245.91685375867,2406.4397522263,580,"IT1904A","background","rural","IT",14,14,19.0603790283203,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-08 00:00:00 CEST"
3008,43.6602783203125,11.9016666412354,4474.75697544821,2285.42565537986,650,"IT1681A","background","rural","IT",14,9,18.3438339233398,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-08 00:00:00 CEST"
3017,44.8080558776855,8.31027793884277,4187.09433969461,2412.25404008988,250,"IT1948A","background","rural","IT",14,13,27.5001125335693,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-08 00:00:00 CEST"
3019,44.6575012207031,10.2888889312744,4343.95710992444,2394.08529177756,202,"IT1911A","background","rural","IT",14,7,23.0201435089111,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-08 00:00:00 CEST"
3040,43.0697212219238,12.5658330917358,4530.53808275623,2221.61726760659,209,"IT1902A","background","rural","IT",8,14,21.7693309783936,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-04-08 00:00:00 CEST"
3054,45.497501373291,9.55638885498047,4286.27531265509,2487.33802828825,115,"IT1464A","background","rural","IT",14,38,33.0956878662109,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-08 00:00:00 CEST"
3084,44.4136123657227,8.16749954223633,4174.7643681248,2368.78339622215,390,"IT1519A","background","rural","IT",14,31,20.2411804199219,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-08 00:00:00 CEST"
3099,43.3355560302734,13.6747217178345,4619.67375812323,2254.80010655796,110,"IT1796A","background","rural","IT",8,25,24.3267364501953,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-04-08 00:00:00 CEST"
3126,41.6699981689453,13.6744441986084,4628.04806455391,2070.54786938628,388,"IT0992A","background","rural","IT",8,16,18.3452529907227,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-04-08 00:00:00 CEST"
3131,44.8397216796875,11.9611110687256,4476.31957824371,2416.29096569359,-2,"IT1179A","background","rural","IT",14,35,27.8013782501221,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-08 00:00:00 CEST"
3138,43.4680557250977,12.9522218704224,4560.44630554285,2266.88284482515,550,"IT1773A","background","rural","IT",8,35,21.6321125030518,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-04-08 00:00:00 CEST"
3150,40.4588890075684,18.1161117553711,5011.26842203401,1966.1296507946,10,"IT1665A","background","rural","IT",8,32,26.2196388244629,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-04-08 00:00:00 CEST"
3177,45.8369445800781,12.5102777481079,4516.24207433472,2528.20022755493,14,"IT1596A","background","rural","IT",14,38,42.6893501281738,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-08 00:00:00 CEST"
3197,45.335277557373,9.45277786254883,4278.03888392943,2469.39024447701,83,"IT1418A","background","rural","IT",14,32,30.541332244873,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-08 00:00:00 CEST"
3231,45.2900009155273,11.6430549621582,4450.08740080418,2465.63007613167,18,"IT1870A","background","rural","IT",14,32,42.1899566650391,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-08 00:00:00 CEST"
3237,44.5566673278809,8.94194412231445,4236.77232093811,2383.45328553214,80,"IT1178A","background","rural","IT",14,24,20.7410755157471,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-08 00:00:00 CEST"
3245,46.1969451904297,11.1147222518921,4407.14043907491,2565.51922075236,227,"IT1930A","background","rural","IT",26,30,39.6269798278809,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-04-08 00:00:00 CEST"
3258,43.9161109924316,11.0069446563721,4402.06329174041,2312.3782358174,48,"IT1553A","background","rural","IT",14,34,22.7662925720215,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-08 00:00:00 CEST"
3281,44.8730545043945,10.6638889312744,4373.5547006724,2418.18381779827,22,"IT1914A","background","rural","IT",14,21,30.0260429382324,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-08 00:00:00 CEST"
3282,45.8519439697266,9.71388912200928,4298.74851296774,2526.61670189919,47,"IT1646A","background","rural","IT",15,32,32.624340057373,"AT.CH.IT","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3288,44.9969444274902,11.0708332061768,4405.57963085695,2432.30031937075,16,"IT1865A","background","rural","IT",14,40,27.9163627624512,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-08 00:00:00 CEST"
3309,45.1755561828613,7.55999994277954,4128.92547281852,2454.65006522476,337,"IT1121A","background","rural","IT",14,23,48.1829566955566,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-08 00:00:00 CEST"
3359,45.4625015258789,10.9122219085693,4392.45014428286,2483.78766643032,91,"IT1343A","background","rural","IT",14,37,42.8540649414062,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-04-08 00:00:00 CEST"
3423,52.9180564880371,5.57389497756958,4023.47975743737,3321.2211844584,0,"NL00918","background","rural","NL",15,19.1110000610352,16.8442249298096,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3424,52.6550025939941,6.01807022094727,4051.68628788528,3290.25879339621,0,"NL00818","background","rural","NL",15,28.5069999694824,17.9614715576172,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3426,52.4494438171387,5.61944723129272,4023.37773605754,3268.97077406272,-4,"NL00631","background","rural","NL",15,31.2180004119873,17.2205181121826,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3427,51.5194435119629,5.14890193939209,3984.56678604858,3167.71473043127,15,"NL00230","background","rural","NL",15,33.951000213623,15.9680709838867,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3433,52.2980537414551,4.5102858543396,3946.89331935261,3257.2764785611,4,"NL00444","background","rural","NL",15,29.4740009307861,16.8131370544434,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3437,52.0924987792969,6.60583877563477,4088.47325537185,3225.70894307455,19,"NL00722","background","rural","NL",15,34.1269989013672,15.0771894454956,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3439,51.6528091430664,4.51388883590698,3941.73076664033,3185.63592548635,0,"NL00246","background","rural","NL",15,27.6770000457764,16.9649238586426,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3443,52.3891677856445,6.40361404418945,4076.26689237374,3259.35002561288,7,"NL00807","background","rural","NL",15,32.7459983825684,17.3637619018555,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3444,51.435001373291,4.36028623580933,3929.26797259167,3162.27356366019,18,"NL00235","background","rural","NL",15,19.6040000915527,16.0036125183105,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3445,53.3316650390625,6.2775092124939,4073.10473522374,3364.54310566406,1,"NL00934","background","rural","NL",15,31.568000793457,16.5518245697021,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3463,52.8766632080078,6.93333292007446,4114.58772662986,3311.9054372191,10,"NL00929","background","rural","NL",15,24.8099994659424,17.1907176971436,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3468,51.5411109924316,5.85361385345459,4033.51070794481,3167.1096569144,28,"NL00131","background","rural","NL",15,19.1949996948242,14.8227396011353,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3470,52.1124992370605,5.70861911773682,4027.21156544475,3231.17271972115,18,"NL00738","background","rural","NL",15,21.3570003509521,17.1357326507568,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3471,51.7874984741211,4.45084095001221,3938.52045562823,3200.91484091383,0,"NL00437","background","rural","NL",15,25.1140003204346,15.0994682312012,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3472,52.8047218322754,5.05084180831909,3987.51525441775,3310.90311610716,-4,"NL00538","background","rural","NL",15,32.2809982299805,14.6668157577515,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3476,52.1388893127441,4.83833599090576,3967.94588769747,3237.96818904654,-2,"NL00633","background","rural","NL",15,30.8330001831055,15.9806652069092,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-04-08 00:00:00 CEST"
3511,50.9124870300293,15.3121509552002,4694.23225546162,3102.56557733868,645,"PL0028A","background","rural","PL",26,26,21.4786128997803,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-08 00:00:00 CEST"
3530,51.0123138427734,15.6682548522949,4718.34098239873,3115.52105799962,303,"PL0062A","background","rural","PL",26,38.0830001831055,23.8862037658691,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-08 00:00:00 CEST"
3562,52.8446502685547,18.0049610137939,4859.1185819426,3333.66768952792,96,"PL0202A","background","rural","PL",26,36.7080001831055,34.0042037963867,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-08 00:00:00 CEST"
3590,50.591381072998,22.9966602325439,5235.80344422657,3134.79421625179,240,"PL0349A","background","rural","PL",26,49.4879989624023,25.8936080932617,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-08 00:00:00 CEST"
3627,52.1433334350586,19.2333335876465,4951.14556568263,3265.96371006864,177,"PL0094A","background","rural","PL",26,43.25,35.2812156677246,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-08 00:00:00 CEST"
3830,54.6938056945801,17.4580898284912,4801.06549144664,3534.58606900072,0,"PL0281A","background","rural","PL",26,51,31.1881904602051,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-08 00:00:00 CEST"
3913,54.1253128051758,22.0381107330322,5103.98792141442,3511.86684411094,157,"PL0005R","background","rural","PL",26,36.5,21.7350387573242,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-08 00:00:00 CEST"
3934,52.946849822998,14.3421602249146,4612.6924439638,3324.07984311639,50,"PL0470A","background","rural","PL",26,41.7630004882812,23.9342823028564,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-08 00:00:00 CEST"
3935,53.1222953796387,14.3821697235107,4614.18871688234,3343.73433177515,15,"PL0182A","background","rural","PL",26,49,24.7124557495117,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-04-08 00:00:00 CEST"
3952,39.2113914489746,-8.28195762634277,2749.69685583888,1981.36432003598,43,"PT03096","background","rural","PT",8,15.1000003814697,7.19951677322388,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-08 00:00:00 CEST"
3956,40.5894432067871,-8.67083644866943,2751.02637946588,2138.47343661579,32,"PT02019","background","rural","PT",9,10.4169998168945,7.83086585998535,"ES.PT","Csb","Csb","Cs","SE","SE","2009-04-08 00:00:00 CEST"
3959,38.6350021362305,-8.69000053405762,2701.36362341605,1927.64690396579,57,"PT03099","background","rural","PT",8,16.2919998168945,10.1824388504028,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-08 00:00:00 CEST"
3960,40.6438903808594,-8.09862422943115,2799.39461668121,2132.63707947455,741,"PT02021","background","rural","PT",9,8.33300018310547,8.16049671173096,"ES.PT","Csb","Csb","Cs","SE","SE","2009-04-08 00:00:00 CEST"
3961,40.1352806091309,-7.17528581619263,2863.83961035236,2059.30129095532,473,"PT02020","background","rural","PT",9,9.58300018310547,7.84997129440308,"ES.PT","Csb","Csb","Cs","SE","SE","2009-04-08 00:00:00 CEST"
3970,39.2783012390137,-9.24580001831055,2670.50147184176,2009.08589807875,63,"PT03102","background","rural","PT",99,12.8079996109009,7.43987846374512,"ES.PT","ZZZ","Csa","Cs","SE","SE","2009-04-08 00:00:00 CEST"
3973,38.0750007629395,-8.79862499237061,2678.53396629636,1869.50748490665,43,"PT04002","background","rural","PT",8,15.3330001831055,6.89444017410278,"ES.PT","Csa","Csa","Cs","SE","SE","2009-04-08 00:00:00 CEST"
3974,40.1844444274902,-8.67777824401855,2740.39837382968,2094.82864944094,96,"PT02022","background","rural","PT",9,15.625,7.00986862182617,"ES.PT","Csb","Csb","Cs","SE","SE","2009-04-08 00:00:00 CEST"
3984,41.8022232055664,-8.69389724731445,2779.5846720116,2270.12470019435,777,"PT01047","background","rural","PT",9,12.1669998168945,6.85243368148804,"ES.PT","Csb","Csb","Cs","SE","SE","2009-04-08 00:00:00 CEST"
4185,47.9599990844727,17.8605651855469,4907.10148744152,2791.92402271952,113,"SK0007R","background","rural","SK",25,37.007999420166,24.8432731628418,"CZ.SK.PL","Dfa","Dfa","Dfb","EE","EE","2009-04-08 00:00:00 CEST"
23,46.6083297729492,14.3986101150513,4658.09081845072,2620.54027324661,430,"AT2M226","background","rural","AT",26,9.69999980926514,10.1381225585938,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
24,48.3916702270508,13.6711139678955,4592.86561009017,2815.45145860448,525,"AT0ENK1","background","rural","AT",26,2.70000004768372,5.43193435668945,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
27,48.1061096191406,15.9194478988647,4761.51513276117,2794.61272375466,581,"AT30202","background","rural","AT",26,6.59999990463257,4.6067943572998,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
42,48.2366676330566,16.6369476318359,4813.48404035839,2813.61524335051,150,"AT30407","background","rural","AT",26,6.19999980926514,6.00314521789551,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
50,48.8786087036133,15.0466785430908,4690.95400180941,2875.49444084093,560,"AT30502","background","rural","AT",26,7.19999980926514,3.43151640892029,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
51,48.086109161377,16.4333324432373,4799.83944108485,2795.59527165814,172,"AT30603","background","rural","AT",26,10.3999996185303,7.45572233200073,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
56,47.7700004577637,16.7664031982422,4827.6793238587,2762.80051477554,117,"AT0ILL1","background","rural","AT",26,5.80000019073486,5.21915435791016,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
67,46.7527770996094,15.9566717147827,4775.9990242177,2644.86701284068,300,"AT60185","background","rural","AT",26,11.6999998092651,5.91849946975708,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
72,47.4591674804688,11.9105634689331,4465.14266239971,2706.92166508985,600,"AT72538","background","rural","AT",26,6.59999990463257,7.58046960830688,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
81,47.5672225952148,14.2436199188232,4640.33275686135,2726.22533954163,665,"AT60182","background","rural","AT",26,8.30000019073486,6.26563358306885,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
94,48.3222198486328,15.9666662216187,4763.12894127106,2818.85139826208,182,"AT31905","background","rural","AT",26,7.59999990463257,4.517897605896,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
95,47.3041648864746,16.1930637359619,4789.06662907785,2707.42343913055,330,"AT10002","background","rural","AT",26,11.1000003814697,4.84428691864014,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
96,46.9355583190918,13.1955671310425,4564.46233307402,2652.14081710441,686,"AT2SP10","background","rural","AT",29,6.80000019073486,10.1116952896118,"AT.CH.IT","ET","ET","DfcET","Alpine","Alpine","2009-06-08 00:00:00 CEST"
100,48.7211112976074,15.9422302246094,4757.83409411495,2862.92851914854,315,"AT0PIL1","background","rural","AT",26,6.19999980926514,3.89499688148499,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
103,47.2188911437988,14.6016836166382,4669.56902803688,2689.19591071156,795,"AT60127","background","rural","AT",26,8.19999980926514,6.2459568977356,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
105,47.3066711425781,11.8638896942139,4462.03550654226,2689.89416269279,555,"AT0ZIL1","background","rural","AT",26,5.19999980926514,7.58046960830688,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
112,46.7080574035645,14.8919534683228,4695.13588329605,2633.96201744864,540,"AT2WO35","background","rural","AT",27,11.6999998092651,8.52647972106934,"AT.CH.IT","Dfc","Dfc","DfcET","Alpine","Alpine","2009-06-08 00:00:00 CEST"
120,48.0508308410645,16.6766738891602,4818.24087100178,2793.29531274346,210,"AT30302","background","rural","AT",26,6.69999980926514,6.00314521789551,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
123,48.2766647338867,15.9361143112183,4761.2676980166,2813.61870065787,220,"AT31904","background","rural","AT",26,5,4.517897605896,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
128,48.3533325195312,15.746955871582,4746.62430379108,2821.00874634722,190,"AT31703","background","rural","AT",26,11.3000001907349,4.517897605896,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
129,48.3316650390625,15.85973072052,4755.14304488899,2819.2635092427,192,"AT31903","background","rural","AT",26,8.69999980926514,4.517897605896,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
150,48.3922233581543,16.5222282409668,4803.50750621312,2830.09146028898,190,"AT30403","background","rural","AT",26,3.79999995231628,4.28280448913574,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
153,48.5288887023926,15.9427862167358,4759.558096816,2841.62019721226,230,"AT30701","background","rural","AT",26,5.59999990463257,3.89499688148499,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
155,48.3283309936523,15.9091749191284,4758.82631363414,2819.18604705302,200,"AT31902","background","rural","AT",26,12,4.517897605896,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
268,51.2336540222168,5.163978099823,3983.51219715898,3135.90836190421,30,"BETN016","background","rural","BE",15,12.8000001907349,6.60855913162231,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
275,50.7117042541504,5.10315799713135,3975.41110319326,3078.23531856359,135,"BETN054","background","rural","BE",15,11.8179998397827,6.0089955329895,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
284,50.6554374694824,4.66828918457031,3944.32869048902,3074.13451550115,145,"BETN063","background","rural","BE",15,9.04199981689453,6.24606466293335,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
285,50.6288604736328,6.0023307800293,4038.28907283006,3065.17532616699,295,"BETN066","background","rural","BE",15,22.7919998168945,6.08342361450195,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
287,50.5027160644531,4.98842191696167,3965.75096273586,3055.58176236749,160,"BETN073","background","rural","BE",15,15,6.24606466293335,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
288,50.3032073974609,6.00173616409302,4036.28892973924,3028.99956860247,490,"BETN085","background","rural","BE",15,9,6.39632940292358,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
289,50.2744789123535,5.23516702651978,3981.57855794254,3029.07232374988,265,"BETN093","background","rural","BE",15,8.66699981689453,6.00930881500244,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
290,50.0956840515137,4.59476089477539,3934.60039317818,3012.39530088744,225,"BETN100","background","rural","BE",15,7.25,5.98076486587524,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
291,50.0270309448242,5.59301710128784,4005.39874611308,2999.99706524241,510,"BETN113","background","rural","BE",15,11,6.66211557388306,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
292,49.8771286010742,5.20238590240479,3976.39271722084,2985.10976516088,430,"BETN121","background","rural","BE",15,12,6.42640113830566,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
293,49.7192802429199,5.63039684295654,4006.06263058974,2965.66129443619,375,"BETN132","background","rural","BE",15,11.5830001831055,6.84948062896729,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
297,51.2545738220215,3.36253309249878,3858.35160654497,3148.09657820836,3,"BETN012","background","rural","BE",15,15.2270002365112,11.209831237793,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
298,51.0162773132324,2.58232188224792,3801.49834156634,3126.93275567275,2,"BETN029","background","rural","BE",15,12.6499996185303,9.67381477355957,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
383,46.1625518798828,6.00518894195557,4012.25935057189,2569.3489951837,427,"CH0051A","background","rural","CH",26,14.8999996185303,7.68903160095215,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
397,46.1603698730469,8.93394184112549,4238.56386953211,2561.40368569729,204,"CH0033A","background","rural","CH",15,8,8.38358306884766,"AT.CH.IT","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
400,46.8130569458008,6.94446897506714,4087.65855159137,2638.09433123036,489,"CH0002R","background","rural","CH",26,10.8000001907349,6.28399753570557,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
403,46.1389923095703,7.14833307266235,4100.45202929416,2562.66765512141,460,"CH0024A","background","rural","CH",31,8.60000038146973,4.79811668395996,"AT.CH.IT","ET","ET","DfcET","Alpine","Alpine","2009-06-08 00:00:00 CEST"
406,47.4797706604004,8.90469646453857,4238.39050516417,2707.96203504553,539,"CH0003R","background","rural","CH",27,8.60000038146973,7.83422327041626,"AT.CH.IT","Dfc","Dfc","DfcET","Alpine","Alpine","2009-06-08 00:00:00 CEST"
416,49.5869445800781,17.8041687011719,4884.18437008179,2971.51917065404,306,"CZ0MBEL","background","rural","CZ",26,11,3.39334177970886,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
430,49.5591659545898,18.3483486175537,4923.61157858856,2972.7649883364,400,"CZ0TCEL","background","rural","CZ",26,8,3.93052172660828,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
431,49.7772216796875,17.5419521331787,4863.20127367591,2990.61015355217,749,"CZ0TCER","background","rural","CZ",26,16,2.73179602622986,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
440,50.4588890075684,14.171669960022,4617.06826247972,3046.98068389901,158,"CZ0UDOK","background","rural","CZ",26,13,4.01290416717529,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
441,49.9319458007812,16.9608421325684,4819.96668318485,3003.62552707747,298,"CZ0MDST","background","rural","CZ",26,8,2.62124729156494,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
443,49.0955543518066,16.1344547271729,4768.53321512103,2905.59766826564,400,"CZ0JDUK","background","rural","CZ",26,10,3.03403639793396,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
445,50.9383354187012,15.0819578170776,4677.89108900458,3104.28597675865,381,"CZ0LFRU","background","rural","CZ",26,24,4.39269971847534,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
452,50.2425003051758,17.1911163330078,4833.07082540858,3039.62023309348,625,"CZ0MJES","background","rural","CZ",26,6.54199981689453,2.19490361213684,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
456,49.7219467163086,13.6186304092407,4581.85254086656,2963.0139782046,385,"CZ0PKUJ","background","rural","CZ",26,13,3.03365254402161,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
466,49.5727767944336,15.0802888870239,4688.18157137138,2952.69642648757,535,"CZ0JKOS","background","rural","CZ",26,6.63600015640259,2.87268280982971,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
469,49.3836135864258,16.0986251831055,4763.32016420877,2937.31936521704,525,"CZ0JKRI","background","rural","CZ",26,9,2.95902562141418,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
