"mNo","lat","lon","easting","northing","height","st.code","type","type_area","country","Koppen","pm10.obs","pm10.LE","region","Koppen3","Koppen3a","KA","KA2","dg","TIME"
471,50.6963882446289,13.8489027023315,4592.80999740764,3072.11457354299,533,"CZ0UKRU","background","rural","CZ",26,12.3330001831055,6.33178853988647,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
472,48.8811111450195,16.0858592987061,4766.92797767038,2881.52820490106,334,"CZ0BKUC","background","rural","CZ",26,17,3.24372887611389,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
477,50.5855560302734,13.6730613708496,4581.01776636351,3059.16091209944,265,"CZ0ULOM","background","rural","CZ",26,28.9169998168945,6.33178853988647,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
478,49.0686111450195,17.070837020874,4836.90246987748,2908.74207478102,245,"CZ0BLOC","background","rural","CZ",26,21,3.40542149543762,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
480,48.7922210693359,16.7250080108643,4814.50045643042,2875.75281041312,245,"CZ0BMIS","background","rural","CZ",26,10.0830001831055,2.99452877044678,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
485,49.594165802002,18.7438983917236,4951.55660767773,2979.95710700855,380,"CZ0TNUJ","background","rural","CZ",26,14,5.41874408721924,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
519,50.6247215270996,15.084454536438,4680.47174017992,3069.48180695298,385,"CZ0LRAD","background","rural","CZ",26,11,3.8951587677002,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
526,50.3088874816895,13.8586196899414,4595.74506236302,3029.0977111039,345,"CZ0USMO","background","rural","CZ",26,7,4.50984382629395,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
527,50.7883338928223,14.0863914489746,4608.99526786859,3083.23823309849,590,"CZ0USNZ","background","rural","CZ",26,25.5830001831055,5.29230546951294,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
533,50.1700019836426,13.4841756820679,4569.83394874191,3012.32932885905,360,"CZ0USJT","background","rural","CZ",27,5,4.19818019866943,"CZ.SK.PL","Dfc","Dfc","DfcET","Alpine","Alpine","2009-06-08 00:00:00 CEST"
534,49.7216682434082,18.0913944244385,4903.19358733693,2988.66963247066,231,"CZ0TSTD","background","rural","CZ",26,11.9169998168945,3.93052172660828,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
545,50.3797187805176,13.3338937759399,4558.06034053535,3035.13631875628,322,"CZ0UTUS","background","rural","CZ",27,10.9580001831055,5.64680194854736,"CZ.SK.PL","Dfc","Dfc","DfcET","Alpine","Alpine","2009-06-08 00:00:00 CEST"
549,49.9802780151367,16.4222278594971,4781.01207597114,3005.46195699504,402,"CZ0EUOR","background","rural","CZ",26,11,2.58258843421936,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
550,50.9730567932129,14.5161247253418,4637.97916786245,3105.53471641105,438,"CZ0UVAL","background","rural","CZ",26,9.79199981689453,4.89285278320312,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
552,49.9250030517578,18.4244499206543,4924.48339026105,3013.85619533774,203,"CZ0TVER","background","rural","CZ",26,14.4779996871948,4.847327709198,"CZ.SK.PL","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
567,53.5241813659668,9.68502998352051,4300.10840657388,3379.65151442363,3,"DENI063","background","rural","DE",99,8.44999980926514,10.5359659194946,"DE.DK","ZZZ","Cfa","ZZZ","SE","SE","2009-06-08 00:00:00 CEST"
568,47.9687538146973,11.2201719284058,4412.15541333097,2762.43749773966,700,"DEBY109","background","rural","DE",26,5.97900009155273,5.09771490097046,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
590,52.4477500915527,13.6470127105713,4568.84693233522,3266.03314685283,35,"DEBE056","background","rural","DE",26,9.48799991607666,5.50115823745728,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
592,52.4730911254883,13.2258558273315,4540.12312747552,3267.4989450393,50,"DEBE032","background","rural","DE",26,9.91699981689453,6.532639503479,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
625,51.4308967590332,8.92817115783691,4246.46212249531,3147.22732675259,343,"DEHE046","background","rural","DE",15,6.82299995422363,5.4597315788269,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
651,49.4168853759766,6.55203580856323,4070.87269888761,2928.5297018022,339,"DESL019","background","rural","DE",26,7.79199981689453,8.15046215057373,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
701,51.3037719726562,13.0094051361084,4530.80344035429,3136.85854672216,313,"DESN076","background","rural","DE",26,7.30999994277954,5.99112415313721,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
730,50.5617523193359,10.3752994537354,4347.59378716893,3050.05985401017,450,"DETH026","background","rural","DE",26,10.5310001373291,7.15557765960693,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
741,49.0824279785156,8.40383815765381,4204.37797958852,2886.74114901034,110,"DEBW004","background","rural","DE",15,10.5480003356934,6.07369756698608,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
747,53.8301696777344,8.80121994018555,4242.06082474435,3414.31077230083,3,"DENI059","background","rural","DE",99,6.61499977111816,6.64088678359985,"DE.DK","ZZZ","Cfa","ZZZ","SE","SE","2009-06-08 00:00:00 CEST"
797,49.6534652709961,8.81725025177002,4235.58404839018,2949.65975062839,484,"DEHE028","background","rural","DE",15,8.44799995422363,6.8082709312439,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
820,53.3023529052734,11.362964630127,4411.86705905197,3355.7738330525,25,"DEMV017","background","rural","DE",26,9.73299980163574,7.36300039291382,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
824,53.8177757263184,12.0647077560425,4456.98586221484,3414.21640935435,17,"DEMV004","background","rural","DE",26,9.32699966430664,8.00490283966064,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
883,52.563835144043,14.0152530670166,4593.12791445856,3280.25117987409,88,"DEBB053","background","rural","DE",26,9.60000038146973,5.02036952972412,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
909,50.7916145324707,11.6612329483032,4438.12851025708,3076.89021988826,357,"DETH061","background","rural","DE",26,9.84200000762939,6.50067615509033,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
911,49.7410354614258,7.19348621368408,4118.73211064962,2962.57498937071,650,"DERP014","background","rural","DE",15,10.1000003814697,6.35311698913574,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
917,53.5961685180664,8.09058952331543,4194.5810917902,3389.28202021915,2,"DENI031","background","rural","DE",15,5.77899980545044,6.22489833831787,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
932,51.154842376709,9.03175258636475,4253.25928869843,3116.41704649964,483,"DEHE060","background","rural","DE",15,6.67899990081787,5.66173982620239,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
977,50.5329627990723,8.68439769744873,4227.72446110514,3047.62688258953,172,"DEHE042","background","rural","DE",15,10.6999998092651,7.13556480407715,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
987,53.5204544067383,14.2574071884155,4603.22639974071,3387.47982088299,17,"DEMV012","background","rural","DE",26,14.5270004272461,4.83473777770996,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
994,52.1942253112793,12.5613889694214,4496.10795050391,3234.69027285609,114,"DEBB065","background","rural","DE",26,8.07100009918213,4.36245155334473,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
1010,48.1828346252441,12.7813854217529,4527.87112471981,2789.37273943625,415,"DEBY013","background","rural","DE",26,7.43800020217896,5.03528928756714,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
1034,50.3232421875,11.7216053009033,4443.59847564239,3024.90163788679,534,"DEBY047","background","rural","DE",26,9.41699981689453,6.41670417785645,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
1038,50.9303283691406,8.19193363189697,4193.89991555949,3092.56251367453,635,"DENW065","background","rural","DE",15,8.96500015258789,5.9689302444458,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1041,53.1413040161133,13.0316610336304,4523.81833295716,3341.23376337937,65,"DEUB030","background","rural","DE",26,5.19000005722046,4.49879312515259,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
1047,48.8532104492188,11.7778167724609,4451.49476361973,2861.567660236,359,"DEBY049","background","rural","DE",26,9,3.87609815597534,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
1051,51.2853546142578,14.7497310638428,4652.10339138178,3141.25494576564,148,"DESN079","background","rural","DE",26,11.539999961853,5.5927267074585,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
1059,49.4648132324219,8.75383377075195,4230.65451238533,2928.75971554873,520,"DEBW103","background","rural","DE",15,7.87599992752075,6.86193084716797,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1071,53.7153015136719,7.21398019790649,4137.08627577529,3404.41054790348,1,"DENI058","background","rural","DE",99,3.42600011825562,4.94250535964966,"DE.DK","ZZZ","Cfa","ZZZ","SE","SE","2009-06-08 00:00:00 CEST"
1086,51.3330841064453,10.8671894073486,4381.43641347294,3136.15688876983,420,"DETH042","background","rural","DE",27,9.71000003814697,6.80199384689331,"DE.DK","Dfc","Dfc","DfcET","Alpine","Alpine","2009-06-08 00:00:00 CEST"
1099,51.1195106506348,13.6750049591064,4578.19179958356,3118.50360504566,246,"DESN051","background","rural","DE",15,8.14999961853027,6.35918140411377,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1115,49.8251609802246,8.51679706573486,4214.2690320337,2969.14393487655,87,"DEHE043","background","rural","DE",15,11.2019996643066,7.33277034759521,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1150,50.6590957641602,13.4650774002075,4565.92362972921,3066.616019591,785,"DESN074","background","rural","DE",26,7.3899998664856,6.14586925506592,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
1159,48.345401763916,9.20774745941162,4262.24909135533,2803.86061454824,799,"DEBW087","background","rural","DE",14,5.43300008773804,4.68129968643188,"DE.DK","Cfa","Cfa","ZZZ","SE","SE","2009-06-08 00:00:00 CEST"
1170,51.5706596374512,8.14806079864502,4192.61539478504,3163.85868337962,110,"DENW068","background","rural","DE",15,11.0120000839233,7.38110542297363,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1172,51.7597503662109,9.57771396636963,4291.84349240779,3183.35294996645,500,"DENI019","background","rural","DE",26,5.2519998550415,5.50121164321899,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
1178,51.8975982666016,14.0570640563965,4600.09948691048,3206.37343344047,52,"DEBB066","background","rural","DE",26,12.7329998016357,5.77777814865112,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
1196,49.4384651184082,12.5488700866699,4505.8574156099,2928.26837120312,755,"DEBY072","background","rural","DE",26,5.85400009155273,3.39122080802917,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
1208,51.6624526977539,11.0433826446533,4393.19215986208,3172.9590986959,410,"DEST098","background","rural","DE",27,8.07400035858154,5.09577417373657,"DE.DK","Dfc","Dfc","DfcET","Alpine","Alpine","2009-06-08 00:00:00 CEST"
1219,52.8007698059082,10.7567329406738,4372.03945924804,3299.36986683315,74,"DEUB005","background","rural","DE",15,4.90000009536743,5.1901593208313,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1232,48.8844871520996,9.57301616668701,4289.67511688856,2863.56127010713,500,"DEBW030","background","rural","DE",15,6,5.76927423477173,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1233,52.9570198059082,11.1670503616333,4399.43056314585,3317.1214503581,50,"DENI060","background","rural","DE",15,9.2209997177124,4.50957345962524,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1241,50.2663192749023,6.38062191009521,4063.04189129933,3023.4989017238,680,"DERP015","background","rural","DE",15,5.69199991226196,6.39632940292358,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1242,54.9249687194824,8.30820846557617,4212.50352377242,3536.76142663733,12,"DEUB001","background","rural","DE",99,5.76000022888184,5.21669673919678,"DE.DK","ZZZ","Cfa","ZZZ","SE","SE","2009-06-08 00:00:00 CEST"
1243,50.7667503356934,7.97271680831909,4177.99323790337,3074.77548906054,480,"DERP016","background","rural","DE",15,8.42099952697754,6.0906662940979,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1245,49.4231376647949,7.29352188110352,4124.6560835151,2926.97343012103,455,"DERP013","background","rural","DE",15,11.0170001983643,6.1365385055542,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1263,51.2917556762695,9.7745885848999,4305.27602428717,3131.22452805045,610,"DEHE024","background","rural","DE",26,9.9060001373291,5.57942533493042,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
1273,52.5931701660156,11.1723499298096,4400.44412982487,3276.6433036168,95,"DEST089","background","rural","DE",26,5.85799980163574,4.25492095947266,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
1280,54.4369850158691,12.7219381332397,4497.61822500433,3484.51184057739,1,"DEUB028","background","rural","DE",15,4.48000001907349,4.77631616592407,"DE.DK","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1295,55.6944465637207,12.1186113357544,4454.283246759,3623.07540353929,10,"DK0041A","background","rural","DK",26,8.73799991607666,7.95734071731567,"DE.DK","Dfb","Dfb","ZZZ","EE","EE","2009-06-08 00:00:00 CEST"
1312,43.4391670227051,-4.84999990463257,3124.53899745533,2377.92271364343,134,"ES0008R","background","rural","ES",15,15,2.51823925971985,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1314,42.3191680908203,3.31583309173584,3768.93882019996,2159.42244480178,23,"ES0010R","background","rural","ES",99,16,10.0020751953125,"ES.PT","ZZZ","Csb","Cs","SE","SE","2009-06-08 00:00:00 CEST"
1315,38.473331451416,-6.92361116409302,2847.8751848213,1874.20693600682,393,"ES0011R","background","rural","ES",7,9,5.35377264022827,"ES.PT","BSk","BSk","BS","SE","SE","2009-06-08 00:00:00 CEST"
1318,41.3938903808594,0.734722018241882,3545.1519367242,2080.15003996179,470,"ES0014R","background","rural","ES",7,11,5.91112756729126,"ES.PT","BSk","BSk","BS","SE","SE","2009-06-08 00:00:00 CEST"
1320,42.6347236633301,-7.70472192764282,2879.44603738448,2340.64229493407,506,"ES0016R","background","rural","ES",15,6,3.12809586524963,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1370,43.4061126708984,-2.70388889312744,3294.82022944587,2342.44659116059,116,"ES1491A","background","rural","ES",99,12.2919998168945,3.44755148887634,"ES.PT","ZZZ","Cfa","ZZZ","SE","SE","2009-06-08 00:00:00 CEST"
1384,40.5547218322754,0.372777998447418,3504.16495359571,1991.69476287195,181,"ES1542A","background","rural","ES",8,16,3.67063689231873,"ES.PT","Csa","Csa","Cs","SE","SE","2009-06-08 00:00:00 CEST"
1385,40.7350006103516,-0.169443994760513,3460.91731071223,2017.50345323643,619,"ES1543A","background","rural","ES",7,8.82499980926514,2.60335278511047,"ES.PT","BSk","BSk","BS","SE","SE","2009-06-08 00:00:00 CEST"
1414,39.8491668701172,-5.93972206115723,2960.80121117075,2005.22448258825,376,"ES1616A","background","rural","ES",8,10,3.94989824295044,"ES.PT","Csa","Csa","Cs","SE","SE","2009-06-08 00:00:00 CEST"
1428,36.2333335876465,-5.66249990463257,2910.94769276319,1607.47877307385,189,"ES1648A","background","rural","ES",8,16,8.0862922668457,"ES.PT","Csa","Csa","Cs","SE","SE","2009-06-08 00:00:00 CEST"
1430,37.9966659545898,-5.66638898849487,2945.8303688313,1798.96292196493,573,"ES1654A","background","rural","ES",8,16,3.027263879776,"ES.PT","Csa","Csa","Cs","SE","SE","2009-06-08 00:00:00 CEST"
1433,42.2083320617676,-1.58555603027344,3365.22094395715,2196.30363188723,475,"ES1660A","background","rural","ES",15,16.125,2.93160581588745,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1434,42.0747222900391,-1.6269439458847,3359.71926457667,2182.16973678443,383,"ES1661A","background","rural","ES",15,21,2.93160581588745,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1435,42.3083343505859,-1.80833303928375,3348.62405957176,2210.13060431241,460,"ES1662A","background","rural","ES",15,8.95800018310547,3.1445324420929,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1438,39.7080574035645,-0.831943988800049,3390.49947783536,1912.63536904132,430,"ES1671A","background","rural","ES",7,14.6149997711182,3.57299089431763,"ES.PT","BSk","BSk","BS","SE","SE","2009-06-08 00:00:00 CEST"
1484,40.3688888549805,-4.39694499969482,3100.49861547207,2035.5322404067,549,"ES1808A","background","rural","ES",8,18.25,3.40977549552917,"ES.PT","Csa","Csa","Cs","SE","SE","2009-06-08 00:00:00 CEST"
1486,40.2519454956055,-4.27472305297852,3108.49858142279,2020.80957955444,512,"ES1810A","background","rural","ES",8,26.9580001831055,3.40977549552917,"ES.PT","Csa","Csa","Cs","SE","SE","2009-06-08 00:00:00 CEST"
1487,40.1672210693359,-3.27666711807251,3190.75892977413,1996.11864708007,764,"ES1811A","background","rural","ES",7,42.875,4.08414506912231,"ES.PT","BSk","BSk","BS","SE","SE","2009-06-08 00:00:00 CEST"
1498,39.6788902282715,2.68777799606323,3691.26611389847,1873.29456173309,172,"ES1827A","background","rural","ES",7,7.47300004959106,12.5123157501221,"ES.PT","BSk","BSk","BS","SE","SE","2009-06-08 00:00:00 CEST"
1500,39.6347236633301,2.63055610656738,3685.92503826597,1868.90973049589,109,"ES1829A","background","rural","ES",7,23.5349998474121,12.5123157501221,"ES.PT","BSk","BSk","BS","SE","SE","2009-06-08 00:00:00 CEST"
1501,38.9430541992188,1.43055605888367,3575.17350699396,1803.74155244757,12,"ES1831A","background","rural","ES",99,23.0790004730225,17.236307144165,"ES.PT","ZZZ","BSh","BS","SE","SE","2009-06-08 00:00:00 CEST"
1509,42.0977783203125,1.84833300113678,3645.75732213586,2146.95161333438,661,"ES1851A","background","rural","ES",15,11,8.13695526123047,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1523,37.0180549621582,-6.569167137146,2847.17035470997,1709.6222585202,22,"ES1878A","background","rural","ES",8,13,6.44668102264404,"ES.PT","Csa","Csa","Cs","SE","SE","2009-06-08 00:00:00 CEST"
1535,38.4516677856445,-1.06472194194794,3352.43272736456,1777.89632484062,642,"ES1913A","background","rural","ES",7,9,3.08586406707764,"ES.PT","BSk","BSk","BS","SE","SE","2009-06-08 00:00:00 CEST"
1628,50.1294441223145,1.61166703701019,3722.65488720185,3036.17445231667,30,"FR18039","background","rural","FR",15,18,8.33717155456543,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1663,49.304859161377,1.21436405181885,3683.67391306586,2948.33455375521,10,"FR25049","background","rural","FR",15,11,9.95997142791748,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1776,44.5207405090332,5.08987188339233,3930.18065076994,2391.70578341486,460,"FR36005","background","rural","FR",15,19,6.43864917755127,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1813,45.7318077087402,4.98054504394531,3930.10148479557,2526.41653070583,235,"FR20045","background","rural","FR",15,14,7.44285011291504,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1854,49.151668548584,-0.352777987718582,3568.4410828367,2946.23784650028,22,"FR21019","background","rural","FR",15,8,6.6246166229248,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1868,49.0658073425293,5.78555583953857,4013.13745233588,2892.44311843046,225,"FR30033","background","rural","FR",15,11,5.59186315536499,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1877,46.6566696166992,-0.743681013584137,3501.13242863312,2675.40596233893,143,"FR23124","background","rural","FR",15,9,7.92305517196655,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-08 00:00:00 CEST"
1974,43.4049987792969,5.06444406509399,3920.46960640971,2268.3552961613,1,"FR02005","background","rural","FR",8,22,12.5818395614624,"FR.BENELUX","Csa","Csa","Cs","SE","SE","2009-06-08 00:00:00 CEST"
